card_id,topic,question,options,correct_letters,answer,explanation,related_objectives,source_question_ids,sources
D135,Displays and peripherals,"When a user touches or swipes across an external touch screen, the image flickers but no input is registered on the presentation laptop. A technician verifies that the external touch screen appears free from physical damage. Which of the following should the technician do next?","A. Reboot the LCD touch panel and laptop.
B. Check the cables connecting to the laptop.
C. Verify the correct input source is set on the laptop.
D. Replace the laptop with a new device that is known to work.
E. Inspect the LCD touch panel for dead pixels or burn-in.",B,B. Check the cables connecting to the laptop.,External touch display may need separate USB data plus video; inspect both connections. The comparison helps isolate the problem but does not prove one component. Follow the service manual and power-down procedure before inspecting a display cable. Persistent physical panel damage generally requires replacement.,"5.3, 5.4",D135,https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en; https://dl.dell.com/topicspdf/latitude-14-5420-laptop_owners-manual_en-us.pdf
D136,Wireless,Numerous vendors implemented a feature in routers and access points that allows for automatically moving wireless clients between 2.4GHz and 5.0GHz frequencies based on user density and the distance from the wireless equipment. Which of the following describes this feature?,"A. Channel selection
B. Near-field communication
C. Propagation
D. Band steering",D,D. Band steering,AP encourages capable clients toward suitable band; final association behavior is client-dependent. The client's behavior and AP implementation affect the result. It does not convert a 2.4 GHz-only adapter into a 5 GHz adapter or guarantee a particular speed.,2.2,D136,https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/26-1/configuration-guide/wl-26-1-cg/configuring-802-11-parameters-and-band-selection/information-about-configuring-band-selection.html
D138,Printers,Users lack permission to install a new managed printer driver. Which solution preserves least privilege while enabling printing?,"A. Deploy the approved driver and queue through authorized administration or management tools
B. Disable driver security policy globally
C. Give every user permanent administrator rights
D. Download unsigned drivers from an unknown site",A,A. Deploy the approved driver and queue through authorized administration or management tools,Use approved administrative deployment. Merely placing a driver on the print server may not grant non-admin installation permission under current policy.,3.7,D138,https://support.microsoft.com/en-US/Windows/hardware/printer/share-a-printer-as-a-network-printer
D139,Mobile devices,Which laptop display setting directly controls how bright the screen looks and can be lowered to reduce display power use?,"A. Brightness
B. Resolution
C. Contrast
D. Aspect ratio",A,A. Brightness,Lowering brightness usually reduces display power use and can extend battery life. Other hardware and workloads also affect runtime.,5.4,D139,https://support.apple.com/en-us/101575
D140,Cloud and virtualization,Which of the following cloud models provides hardware environment equivalent components to develop a solution?,"A. SaaS
B. IaaS
C. PaaS
D. DBaaS",B,B. IaaS,"IaaS offers compute/storage/network infrastructure with customer-managed guest software. You rent compute, storage and networking while retaining more software responsibility. The provider manages the underlying infrastructure. Renting a VM does not make the guest OS maintenance someone else's job.",4.2,D140,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary/what-are-iaas-paas-and-saas
D141,Mobile devices,An iPhone charges with its approved cable but not a newly purchased incompatible cable. The port is undamaged. Which issue fits?,"A. The cable does not meet OEM standards.
B. The Lightning port is damaged.
C. The iPhone logic board is defective.
D. The iPhone battery needs replacing.",A,A. The cable does not meet OEM standards.,The new cable does not meet the device's required specifications. The controlled comparison isolates it from the phone's port and battery.,"1.2, 5.4",D141,https://www.dell.com/support/kbdoc/en-au/000125125/how-to-troubleshoot-ac-adapter-issues; https://www.usb.org/usb-charger-pd
D142,Computer hardware,A technician is trying to set up a computer to dual boot from both Windows and Linux. The technician believes that a setting is preventing the computer from accessing the flash drive with the OS image prior to loading the OS. Which of the following settings should the technician check?,"A. PXE
B. UEFI
C. ACL
D. TPM",B,B. UEFI,"Check UEFI boot menu/order, USB permissions and supported media; do not blanket-disable Secure Boot.","3.5, 5.2",D142,https://dl.dell.com/topicspdf/latitude-14-5420-laptop_owners-manual_en-us.pdf
D143,Displays and peripherals,"A frequently used projector continuously shows a message to clean the air filters. The technician checks the filters, and they are dean. Which of the following preconfigured settings is causing the projector to show the message frequently?","A. Image calibration
B. Hours of use
C. Temperature
D. Image source",B,B. Hours of use,Some cleaning/lamp reminders use elapsed-use counters; reset only after required service per manual.,5.3,D143,https://download.epson.com.sg/manuals/Projector%20Safety%20Instruction_Safety_412792200EN.pdf
D144,Computer hardware,A newly created empty RAID logical disk is visible in Windows but has no partition or filesystem. No existing data needs preservation. What should be done next?,"A. Decrease the number of drives to three.
B. Partition and format the volume.
C. Rebuild the array.
D. Check the hot spare status.",B,B. Partition and format the volume.,"Initialize as needed, partition and format the new volume. Formatting an existing populated volume would destroy its data.","3.4, 5.2",D144,https://www.intel.com/content/www/us/en/support/articles/000005867/technologies.html
D145,Computer hardware,"A user reports that a software application functioned as expected the previous day, but this morning, the user is unable to launch the application. Which of the following describes what the technician should do next?","A. Research the symptoms.
B. Identify any changes the user has made.
C. Determine which steps need to be performed.
D. Check the vendor's website for guidance.",B,B. Identify any changes the user has made.,Identify changes since last working state before broad updates. A driver lets the OS communicate with hardware. Use the manufacturer or approved update source. A targeted rollback or supported update may help; replacing hardware without testing the software cause is premature.,5.1,D145,https://support.microsoft.com/en-us/windows/update-drivers-through-device-manager-in-windows-ec62f46c-ff14-c91d-eead-d7126dc1f7b6
D147,Networking,Which listed protocol provides an encrypted command-line session to a supported remote network device?,"A. FTP
B. RDP
C. SSH
D. TFTP",C,C. SSH,"SSH provides secure remote terminal access, commonly TCP 22. It is not by itself a whole-network VPN.",2.1,D147,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; https://www.rfc-editor.org/rfc/rfc4251; https://www.rfc-editor.org/rfc/rfc8314
D148,Networking,What is the usual maximum complete copper structured-cabling channel length for supported Ethernet operation within the cable category's rating?,"A. About 295 ft
B. About 328 ft
C. About 361 ft
D. About 394 ft",B,B. About 328 ft,"The channel includes patch cords; the usual permanent-link limit is about 295 ft. Some speed/category combinations, such as Cat 6 at 10GBASE-T, have shorter limits.",3.2,D148,https://jp.flukenetworks.com/knowledge-base/dtx-cableanalyzer/release-notes-version-278-dtx-cableanalyzer
D149,Networking,How does a PAN differ from a LAN?,"A. A PAN links a person's nearby devices; a LAN serves a local site
B. A PAN is always more secure
C. A PAN is always faster
D. A PAN cannot use cables",A,A. A PAN links a person's nearby devices; a LAN serves a local site,Personal Area Network describes the small personal-device scope. It can be wired or wireless and has no automatic speed or security advantage.,2.7,D149,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html; https://www.ibm.com/think/topics/block-storage
D150,Displays and peripherals,"A laptop normally uses a powered dock. After an absence, neither the laptop nor docked peripherals work, and the dock's power light is off. What should be checked first?","A. Ensure the docking station is plugged in.
B. Press and release the laptop power button.
C. Plug the laptop in and let it charge overnight.
D. Connect the laptop directly to the network.",A,A. Ensure the docking station is plugged in.,Verify dock power and its connections before reinstalling software or replacing equipment.,"1.2, 5.4",D150,https://www.dell.com/support/kbdoc/en-us/000124295/guide-to-dell-docking-stations
D152,Cloud and virtualization,An organization integrates its private cloud with a public cloud so applications can use resources in both. Which deployment model describes this?,"A. Private
B. Hybrid
C. Community
D. Public",B,B. Hybrid,Hybrid cloud joins distinct cloud environments. Simply running one local VM and one unrelated remote VM does not establish the complete model.,4.2,D152,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
D153,Printers,A department wants to reduce the number of sheets used for multipage documents. Which printer feature directly supports that goal?,"A. Collate
B. Duplex
C. Secure print
D. Scanner",B,B. Duplex,Duplex printing uses both sides of a sheet. It does not necessarily reduce the amount of toner used for the same content.,3.7,D153,https://download.brother.com/welcome/doc002441/hl5380dn_ukeng_usr_b.pdf
D154,Printers,Vertical lines on a laser printer's internal pages match confirmed damage on its drum. Which listed part should receive service?,"A. Mirror
B. Fuser
C. Drum
D. Toner",C,C. Drum,The inspected defect identifies the drum. Lines alone are not a universal reason to replace it on every printer.,5.6,D154,https://support.hp.com/ca-en/document/ish_6747730-6747774-16
D155,Computer hardware,"A HDD performs poorly and its reallocated-sector count rises significantly. After protecting recoverable data, which listed action best addresses the failing medium?","A. Run sfc /scannow on the hard drive.
B. Replace the hard drive.
C. Run chkdsk /f on the hard drive.
D. Reformat the hard drive.",B,B. Replace the hard drive.,Plan drive replacement based on the health evidence. Formatting or filesystem repair cannot restore physically failing media.,5.2,D155,https://www.seagate.com/support/kb/my-system-reported-a-smart-error-on-the-drive-184619en/
D156,Cloud and virtualization,"RAM and storage meet a hypervisor's requirements, but setup reports that CPU virtualization is disabled. Which area should be checked?","A. Installed RAM amount
B. Hard drive space
C. BIOS CPU settings
D. Graphics card compatibility",C,C. BIOS CPU settings,"Check the supported CPU virtualization setting in firmware. RAM and disk capacity also matter, but have already been verified here.","4.1, 3.5",D156,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/host-hardware-requirements
D157,Printers,A technician is troubleshooting poor printing quality on an inkjet printer. The pages have white lines running through the text and graphics. Which of the following is the most likely cause?,"A. Worn out rollers
B. Clogged printhead
C. Faulty ink cartridges
D. Poor quality paper",B,B. Clogged printhead,"Nozzle check and approved cleaning can clear clogged inkjet nozzles causing missing bands. Inkjet printers spray tiny drops of ink. Cleaning consumes ink and should follow the manual. Printer calibration can improve supported color or registration problems, but it does not repair every mechanical fault.","3.8, 5.6",D157,https://files.support.epson.com/docid/cpd4/cpd40326/source/printers/source/troubleshooting/reference/problem_faint.html; https://files.support.epson.com/docid/cpd6/cpd65049/source/pro_graphics/source/maintenance/concepts/print_head_alignment_scf9570.html
D158,Printers,A large office is eliminating all personal printers for VIP staff members and replacing these devices with one enterprise MFR Human resources staff members are concerned about printing confidential documents on the new device. Which of the following best addresses this concern?,"A. Central printer server
B. Secure print
C. Audit logs
D. Wi-Fi direct printing",B,B. Secure print,"Authenticated release keeps confidential pages from unattended output tray. A PIN, badge or authenticated release can hold the job until the user arrives. This protects physical pickup; it does not automatically encrypt every network transfer or stored copy.",3.7,D158,https://support.hp.com/us-en/document/c05500352
D159,Computer hardware,A technician is upgrading a user's laptop from an HDD to an SSD. The user's laptop only has a single bay for a hard drive. Which of the following characteristics of the SSD is the most important in this scenario?,"A. Partition type
B. Storage size
C. Form factor
D. Transfer speed",C,C. Form factor,"Drive must fit bay and match connector/interface, thickness, power and firmware support. Match the electrical interface, keying and supported card length. M.2 2280 is about 0.87 by 3.15 inches; the name retains the standard's size code. A physically fitting drive may still be unsupported.",3.4,D159,https://www.kingston.com/en/ssd/ssd-faq
D161,Mobile devices,A company is deploying tablets to all branch offices. The company needs a way to set security settings and configure which applications can be installed on the tablets. Which of the following is the best way for the company to remotely perform these tasks?,"A. SSH
B. RDP
C. VPN
D. MDM",D,D. MDM,"MDM centrally applies supported device/app policies. An organization can distribute settings and apps and enforce supported policies. Capabilities depend on device ownership, platform and enrollment type. Enrollment does not mean every personal detail becomes visible to IT.",1.3,D161,https://learn.microsoft.com/en-us/intune/fundamentals/what-is-intune
D163,Computer hardware,A laptop's service manual supports the purchased M.2 SSD. Which location should the technician find for its installation?,"A. M.2 slot
B. IDE cable
C. Hard drive enclosure
D. DIMM slot",A,A. M.2 slot,Use the compatible M.2 storage slot. Other laptops may instead use 2.5-inch bays or soldered storage.,3.4,D163,https://www.kingston.com/en/ssd/ssd-faq
D164,Mobile devices,"A laptop charges only when its plug is held at an angle. A known-good adapter works on another unit, and inspection finds damage at the DC jack. Which cause fits?","A. Defective DC jack
B. Failing cooling fan
C. Bad memory
D. Overheating CPU",A,A. Defective DC jack,The damaged jack explains the intermittent contact. Adapter testing alone would not rule out all other charging faults.,5.4,D164,https://support.apple.com/en-us/108805
D165,Cloud and virtualization,Which of the following cloud models provides the most control?,"A. IaaS
B. SaaS
C. DaaS
D. PaaS",A,A. IaaS,IaaS generally gives most guest-stack control among listed service models; provider still manages physical infrastructure.,4.2,D165,https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility
D166,Printers,"After printer service, color registration is incorrect. Supplies and mechanical installation check out, and the manual recommends its calibration routine. Which item should be checked?","A. Toner
B. Calibration
C. Fuser
D. Drum",B,B. Calibration,Calibration corrects supported color/registration alignment. The original fuser key was not established by the generic image-quality complaint.,"3.8, 5.6",D166,https://files.support.epson.com/docid/cpd4/cpd40326/source/printers/source/troubleshooting/reference/problem_faint.html; https://files.support.epson.com/docid/cpd6/cpd65049/source/pro_graphics/source/maintenance/concepts/print_head_alignment_scf9570.html
D167,Cloud and virtualization,Which two scenarios most directly call for centrally managed remote desktops? (Select TWO.),"A. Staff need approved corporate desktops from personal devices
B. A company needs only a 10 PB disk archive
C. A user needs a fully offline desktop with no connection
D. A bank wants centralized desktop administration and access controls
E. A printer needs new toner
F. A phone needs a replacement battery","A,D",A. Staff need approved corporate desktops from personal devices; D. A bank wants centralized desktop administration and access controls,VDI hosts desktops centrally and can serve authorized remote clients. Security and responsiveness depend on access policy and network quality.,4.1,D167,https://learn.microsoft.com/en-us/azure/virtual-desktop/overview; https://learn.microsoft.com/en-us/windows/application-management/app-v/appv-for-windows
D169,Wireless,"A laptop uses the correct Wi-Fi name and passphrase, but its profile selects a security mode different from the AP's required supported mode. What is wrong?","A. Incorrect security settings
B. Outdated firmware
C. Insufficient power input to the AP
D. Router malfunction",A,A. Incorrect security settings,"The security settings must match, not just the SSID and password.","2.6, 5.5",D169,https://support.apple.com/en-us/102766
D170,Networking,A user purchased a retail router and would like to set up a private network. Which of the following network address ranges should the user configure?,"A. 170.50.0.0 to 170.50.255.255
B. 172.16.0.0 to 172.31.255.255
C. 224.0.0.0 to 224.255.255.255
D. 239.0.0.0 to 239.255.255.255",B,B. 172.16.0.0 to 172.31.255.255,172.16.0.0 through 172.31.255.255 is RFC1918 private range. The middle range runs from 172.16.0.0 through 172.31.255.255. Not every 172 address is private. These addresses are reused inside private networks and are not globally routed on the public internet.,2.6,D170,https://www.rfc-editor.org/rfc/rfc1918
D173,Networking,A user plugs in a laptop to the corporate network and the laptop is automatically assigned an IP address. Which of the following server types was used to assign the IP address?,"A. DNS
B. AAA
C. DHCP
D. Web",C,C. DHCP,DHCP dynamically supplies address/settings. The client needs an address and network settings before it can communicate normally. DNS resolves names; DHCP supplies configuration. They perform different jobs even when one server runs both.,"2.3, 2.4",D173,https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top
D174,Cloud and virtualization,"In which model does the provider normally manage and patch the complete delivered application, such as hosted email?","A. PaaS
B. DaaS
C. IaaS
D. SaaS",D,D. SaaS,"SaaS delivers the application itself. Customers still manage their accounts, access choices and data responsibilities.",4.2,D174,https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility
D175,Wireless,"A user's smartphone repeatedly loses the connection to a home Wi-Fi network. The user has already tried restarting the smartphone, rebooting the router, and resetting the smartphone's Wi-Fi network settings. Which of the following should the user do next to resolve the issue?","A. Replace the router.
B. Update the smartphone's OS.
C. Switch the router to 5GHz.
D. Check the range of the router.",D,D. Check the range of the router.,"Measure signal/range and compare known-good locations/devices before replacing router. Compare another client and, if possible, a wired connection. Association with an AP proves only part of the path. Replacing the wireless adapter is not justified by this symptom alone.",5.5,D175,https://www.cisco.com/c/en/us/support/docs/wireless/wireless-lan-controller-software/220877-troubleshoot-wireless-speed-issues.pdf
D176,Mobile devices,Which Windows feature uses supported fingerprint or facial-recognition hardware for sign-in?,"A. BitLocker
B. Hello
C. Defender
D. Trusted Platform Module",B,B. Hello,Windows Hello supports approved biometric sign-in methods. An ordinary webcam is not automatically compatible with secure face authentication.,1.1,D176,https://learn.microsoft.com/en-us/windows/security/identity-protection/hello-for-business/
D177,Cloud and virtualization,Several users launch an application hosted on a central server without installing its full executable locally. Which delivery approach describes that architecture?,"A. A local-only bare-metal installation
B. Remote application hosting/virtualized application delivery
C. A replacement power supply
D. Embedded firmware only",B,B. Remote application hosting/virtualized application delivery,Central application delivery describes where the program runs or is presented. It is not automatically SaaS unless the service model fits too.,4.1,D177,https://learn.microsoft.com/en-us/azure/virtual-desktop/overview; https://learn.microsoft.com/en-us/windows/application-management/app-v/appv-for-windows
D179,Printers,A new paper stock exceeds one printer's supported weight. It feeds poorly in that device but works in other models. What should be done?,"A. Use media within that printer's specifications and select the correct tray/media profile
B. Change only the print-server hostname
C. Force the thick paper through
D. Increase high-voltage settings manually",A,A. Use media within that printer's specifications and select the correct tray/media profile,"Media support is model-specific. Brand alone does not establish compatibility, and rollers cannot make unsupported paper appropriate.","3.7, 5.6",D179,https://h10032.www1.hp.com/ctg/Manual/c05786470.pdf
D182,Computer hardware,A low-cost laptop uses soldered flash storage with an integrated controller labeled Embedded MultiMediaCard. Which storage type is this?,"A. RAID
B. eMMC
C. HDD
D. NVMe",B,B. eMMC,"eMMC is embedded flash storage. Total laptop price and suitability still depend on capacity, performance and other components.",3.4,D182,https://www.kingston.com/en/embedded
D183,Networking,Which of the following devices is designed to monitor and filter incoming and outgoing network traffic?,"A. Switch
B. Access point
C. Firewall
D. Hub",C,C. Firewall,"Firewall filters traffic under configured policy. Rules decide which traffic may pass. If one service fails, inspect the relevant rule and logs. Disabling the whole firewall is not a permanent repair and can hide the actual misconfiguration.","2.5, 5.5",D183,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-41r1.pdf
D184,Networking,One desktop has slow wired networking after a move. A compatible known-good patch cord is available. Which listed low-impact substitution helps isolate the local physical path?,"A. Update Internet bandwidth speed.
B. Update the BIOS firmware.
C. Replace the motherboard.
D. Replace the patch cable.",D,D. Replace the patch cable.,Testing a known-good patch cable helps distinguish a cable fault before replacing the motherboard or changing office bandwidth.,"2.8, 5.5",D184,https://www.flukenetworks.com/blog/cabling-chronicles/wire-map-testing-it-s-not-all-about-color
D185,Networking,A user's computer frequently freezes and requires multiple hard restarts to recover functionality. A technician confirms the hardware components have not been recently upgraded or replaced. Which of the following should the technician do first to troubleshoot the issue?,"A. Check the temperature of the CPU.
B. Update the device driver.
C. Read the event logs.
D. Replace the power supply.",C,C. Read the event logs.,"Review crash/events and temperatures before replacing parts. Compare timestamps and events across systems. Logs can show link changes or errors, but a message must be interpreted in context. Syslog is a logging protocol, not a DNS or address-assignment service.","2.3, 5.5",D185,https://www.rfc-editor.org/rfc/rfc5424
D187,Computer hardware,"A deployment requires encryption performed inside each storage drive, with properly managed authentication and recovery. Which listed technology fits?","A. Configure self-encrypting hardware.
B. Update firewall rule sets.
C. Enable BIOS passwords.
D. Remove physical ROM drives.",A,A. Configure self-encrypting hardware.,A self-encrypting drive performs encryption internally. Configure access protection and preserve recovery material; the label alone does not prove data is locked.,3.4,D187,https://www.seagate.com/files/staticfiles/support/docs/manual/Interface%20manuals/100515636c.pdf
D188,Displays and peripherals,A display permanently shows the outline of an old static sign after content changes and prescribed retention recovery fails. Which issue fits?,"A. Bad display cable
B. Burned out bulbs
C. Display burn-in
D. Incorrect color settings",C,C. Display burn-in,Permanent residual imagery is burn-in. Temporary image retention is a related but potentially reversible condition.,"3.1, 5.3",D188,https://support.apple.com/en-us/109039
D189,Computer hardware,"A PC repeatedly loses its clock after being unplugged, and its RTC coin cell tests weak. Which cause fits?","A. Overheating RAM DIMMs
B. HDD crash
C. CMOS battery failing
D. Capacitor swelling",C,C. CMOS battery failing,The RTC backup battery is failing. Not every incorrect clock is caused by a battery.,"3.5, 5.1",D189,https://i.dell.com/sites/csdocuments/Business_solutions_engineering-Docs_Documents/en/r815-tech-guide.pdf
D191,Networking,A manually addressed office LAN is 192.168.1.0/24. Which listed unused host address belongs to that subnet?,"A. 172.15.65.10
B. 175.16.20.3
C. 192.168.1.56
D. 193.167.35.4",C,C. 192.168.1.56,192.168.1.56 matches the stated subnet. Private address status alone would not make any address appropriate for any LAN.,2.6,D191,https://www.rfc-editor.org/rfc/rfc1918
D192,Networking,Which protocol should be enabled for encrypted remote command-line management of supported network devices?,"A. SSH
B. LDAP
C. FTPS
D. SMTP",A,A. SSH,SSH encrypts the network management session. A directly attached serial console is a different access path.,2.1,D192,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; https://www.rfc-editor.org/rfc/rfc4251; https://www.rfc-editor.org/rfc/rfc8314
D193,Displays and peripherals,A user's USB backups negotiate a slower mode through one damaged cable. The same drive and files transfer normally with a known-good rated cable. What should be replaced?,"A. Replace the hard drive's USB cable.
B. Defragment the user's external hard drive.
C. Update the storage drivers on the user's system.
D. Instruct the user to compress the files.",A,A. Replace the hard drive's USB cable.,The cable substitution identifies the fault. Different source disks or file mixes can also change transfer time in other cases.,3.2,D193,https://www.usb.org/sites/default/files/usb_type-c_language_product_and_packaging_guidelines_20230320.pdf; https://www.usb.org/usb-32-0
D194,Computer hardware,A desktop supports NVMe and SATA storage. The selected NVMe SSD provides the highest tested throughput for the workload. Which option matches it?,"A. PCIe SSD connected via NVMe interface
B. 3.5in (8.9cm) 10,000rpm HDD connected via IDE interface
C. M.2 SSD connected via SATA interface
D. 2.5in (6.35cm) SSD connected via SATA interface",A,A. PCIe SSD connected via NVMe interface,The PCIe/NVMe SSD matches the stated result. Interface capability and actual workload both matter.,"3.2, 3.4",D194,https://www.kingston.com/en/ssd/ssd-faq; https://www.kingston.com/en/ssd/ssd-faq
D195,Networking,"A network technician is working to locate an end user's Cat 6 cable within a network rack. The server rack is poorly documented, and a cable management system has not been implemented_ Which of the following would be the best tool to best identify the correct cable?","A. Cable tester
B. Network tap
C. Toner probe
D. Loopback plug",C,C. Toner probe,Trace unlabeled twisted-pair cable. The generator puts a traceable signal on the cable; the probe detects it. Use tools rated for the circuit and follow instructions for live networks. Label both ends after identification. A toner does not certify Ethernet speed.,2.8,D195,https://www.flukenetworks.com/datacom-cabling/copper-testing/IntelliTone-Pro-Toner-and-Probe
D196,Mobile devices,A company wants enrolled fingerprint or supported facial sign-in in addition to its account policy. Which listed hardware adds that input capability?,"A. Trusted Platform Module
B. Biometric scanner
C. Laptop lock
D. Encryption",B,B. Biometric scanner,A compatible biometric scanner supplies the identifying measurement. Enrollment and approved fallback access remain necessary.,1.1,D196,https://learn.microsoft.com/en-us/windows/security/identity-protection/hello-for-business/
D197,Wireless,Two Bluetooth devices enter pairing mode and request a matching PIN. What should the technician do to complete that pairing?,"A. Enable and configure MFA on the smart device.
B. Synchronize all data to the cloud.
C. Enable location services on the smart device to find the spea ker.
D. Enter the appropriate PIN code on the smart device.",D,D. Enter the appropriate PIN code on the smart device.,Enter or confirm the required PIN through the supported process. Other Bluetooth pairing methods may not use a typed PIN.,"1.2, 1.3",D197,https://support.microsoft.com/en-us/windows/pair-a-bluetooth-device-in-windows-2be7b51f-6ae9-b757-a3b9-95ee40c3e242
D198,Networking,Which of the following should the label on a network jack faceplate refer to?,"A. MAC address
B. Patch panel port
C. Switch port in use
D. VLAN identification",B,B. Patch panel port,"Permanent jack label should map to documented cable/patch-panel termination, not changing client or VLAN.",2.8,D198,https://www.flukenetworks.com/datacom-cabling/copper-testing/IntelliTone-Pro-Toner-and-Probe
D200,Wireless,An engineer discovers the reason a user is unable to access the internet on a company laptop is because the RJ45 port failed. Which of the following should the engineer do to immediately restore network connectivity?,"A. Update the Ethernet driver.
B. Connect to the WAP.
C. Replace the NIC.
D. Resolder the network connector.",B,B. Connect to the WAP.,Authorized available Wi-Fi or compatible USB Ethernet can restore connectivity while failed port awaits repair.,"1.3, 5.4",D200,https://support.microsoft.com/en-us/windows/experience/connectivity-networking/essential-network-settings-and-tasks-in-windows
E001,Networking,A user's Windows PC is unable to connect to the network at a new branch office that the user is visiting. A technician discovers the PC is unable to ping the local gateway. Which of the following commands should the technician use next?,"A. ipconfig
B. cd config
C. ifconfig
D. show config",A,A. ipconfig,"Windows ipconfig shows local IP configuration for addressing diagnosis; not a repair by itself. It displays configuration useful for comparing a failing client with a working one. Check the address, mask, gateway and lease source. Reading settings does not prove every network path works.",5.5,E001,https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/ipconfig
E002,Cloud and virtualization,Which of the following best describes metered utilization for cloud computing?,"A. Cloud resources are billed to clients based on usage.
B. Cloud resources are shared with other companies conducting si milar business.
C. Cloud resources are available at a fixed amount for a fixed p rice.
D. Cloud resources are located in the on-site data center.",A,A. Cloud resources are billed to clients based on usage.,"Usage is measured and billed according to service terms. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",4.2,E002,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
E003,Printers,A laser printer's internal pages have vertical lines. Its service guide and a known-good cartridge test identify the integrated toner/drum cartridge as faulty. Which action fits?,"A. Lower the printing contrast.
B. Change the paper type
C. Install a new fuser.
D. Replace the toner cartridge",D,D. Replace the toner cartridge,"Replace the identified cartridge. The isolated evidence, not vertical lines alone, justifies the replacement.",5.6,E003,https://support.hp.com/ca-en/document/ish_6747730-6747774-16
E004,Computer hardware,A technician is troubleshooting a PC that makes grinding noises and eventually shuts down. The technician determines the PC is overheating. Which of the following is most likely failing?,"A. RAM
B. Motherboard
C. SSD
D. CPU fan",D,D. CPU fan,Grinding cooling fan plus measured overheating warrants fan inspection/replacement and safe shutdown.,"3.5, 5.1",E004,https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
E005,Displays and peripherals,A projector repeatedly shuts down with a heat warning and restarts only after cooling. Its air filter is clogged. Which cause fits?,"A. The video cable connecting the video source to the projector is failing.
B. The bulb in the projector is failing.
C. The projector is overheating and needs to be cleaned.
D. The outlet that the projector is plugged into is faulty.",C,C. The projector is overheating and needs to be cleaned.,Restricted airflow causes overheating in this scenario. Follow cooling and cleaning instructions before use.,5.3,E005,https://download.epson.com.sg/manuals/Projector%20Safety%20Instruction_Safety_412792200EN.pdf
E006,Wireless,"A laptop works on wired office Ethernet, but its Wi-Fi adapter is disabled at home. Which action should be taken first?","A. Contact the user's home ISP
B. Give the user a dock to use at home.
C. Disable network security settings.
D. Enable the wireless adapter.",D,D. Enable the wireless adapter.,Enable the wireless adapter and join the authorized home network. A wired office connection does not prove Wi-Fi is enabled.,"1.3, 5.4",E006,https://support.microsoft.com/en-us/windows/experience/connectivity-networking/essential-network-settings-and-tasks-in-windows
E007,Networking,An Ethernet patch cord's latch is broken. The repair plan calls for replacing its crimp-style modular plug with a compatible new plug and then testing it. Which two listed tools prepare and secure that termination? (Select TWO.),"A. Cable stripper
B. Network crimper
C. Toner probe
D. Punchdown tool
E. Multimeter
F. Loopback plug","A,B",A. Cable stripper; B. Network crimper,A cable stripper prepares the jacket and a network crimper secures the plug. Replacing the entire damaged patch cord is often simpler.,"2.8, 3.2",E007,https://data.kleintools.com/sites/kleintools/files/tool-catalog/82820_TelecomCatalog.pdf
E008,Networking,Which of the following is considered a connectionless protocol?,"A. SSH
B. TCP
C. HTTPS
D. UDP",D,D. UDP,"UDP is connectionless and lacks built-in delivery/order guarantees. UDP has less transport machinery, which can suit real-time traffic. Applications can add reliability on top of it. Neither protocol automatically encrypts the payload.",2.1,E008,https://www.rfc-editor.org/rfc/rfc9293; https://www.rfc-editor.org/rfc/rfc768
E009,Computer hardware,A server specification requires platform-supported memory error correction. Which listed feature supplies it?,"A. DDR5
B. ECC
C. DDR4
D. Dual-channel",B,B. ECC,ECC supports detection and correction of memory errors. DDR4/DDR5 and ECC describe different properties and can coexist.,3.3,E009,https://www.intel.com/content/www/us/en/support/articles/000100193/processors/intel-xeon-processors.html
